banco;comercio;descuento;descuento_pct;tope;dias;horario;lugares;tarjetas;modalidad;region;vigencia;url;condiciones
Banco Falabella;Krossbar;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin Tope;Martes;;"BordeRío; Krossbar BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/martes-de-borderio-krossbar;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Válido en locales: / - Krossbar BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana / - Todos los martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Borderío
Banco Falabella;Bistro Cascade;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin Tope;Martes;;"BordeRío; Bistro Cascade BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/borderio-bistro-cascade;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Válido en locales: / - Bistro Cascade BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana / - Todos los martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Borderío
Banco Falabella;Tropera Drugstore;40% (40% dcto pagando con CMR y 30% dcto pagando con débito sin tope.);40;Sin tope;Miércoles;;Andrés de Fuenzalida 48, Providencia;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/tropera-drugstore;40% dcto pagando con CMR y 30% dcto pagando con débito sin tope. / Dirección: Andrés de Fuenzalida 48, Providencia. / Condiciones: / - Excluye promociones, descuentos y facturas / - Exclusivamente presencial
Banco Falabella;Danés;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;Cristobal Colon 4455, Las Condes, Región Metropolitana;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/danes;Sigue estos pasos /  / - Has tu reserva en Danés / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / *Dirección: Cristobal Colon 4455, Las Condes, Región Metropolitana
Banco Falabella;Nelí;40% (40% dcto sin tope pagando con CMR y 30% dcto sin tope pagando con débito Banco Falabella);40;Sin Tope;Miércoles;;Boulevard Parque Arauco - Av. Pdte. Kennedy 5413, local 363 A, piso 1, Las Condes;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-08-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/neli;40% dcto sin tope pagando con CMR y 30% dcto sin tope pagando con débito Banco Falabella / - Boulevard Parque Arauco - Av. Pdte. Kennedy 5413, local 363 A, piso 1, Las Condes / Condiciones: / - No acumulable con otras promociones / - Exclusivo presencial / - Válido día miércoles
Banco Falabella;La santoría;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a domingo);40;Sin Tope;Miércoles, Jueves, Viernes, Sábado, Domingo;;La Santoría: Manuel Montt 422, Providencia;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-santoria;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella de miércoles a domingo / Válido en locales: / - La Santoría: Manuel Montt 422, Providencia / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en La Santoría
Banco Falabella;Tigre Bravo;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Miércoles;;Mall Arauco Maipú;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/tigre-bravo;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Mall Arauco Maipú / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Tigre Bravo
Banco Falabella;Kato;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Sábado, Domingo;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-02-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/kato;Sigue estos pasos /  / - Has tu reserva en Kato / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial
Banco Falabella;Roberta Ostería;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Valparaíso;2025-11-29 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/roberta-osteria;Sigue estos pasos /  / - Has tu reserva en Roberta Osteria / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los miércoles
Banco Falabella;Sushi & Burger Home;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Miercoles);40;Sin Tope;Miércoles;;"Viña del Mar y Reñaca; Sushi & Burger Home";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Valparaíso;2026-06-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sushi-y-burger-home;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Miercoles / Válido en locales: / - Sushi & Burger Home / - Todos los Miercoles / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Sushi & Burger Home
Banco Falabella;Sushi Home;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los jueves);40;Sin Tope;Jueves;;"Reñaca; Sushi Home";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Valparaíso;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sushi-home;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los jueves / Válido en locales: / - Sushi Home / - Todos los jueves / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Sushi Home
Banco Falabella;Fidelio;40%;40;Sin Tope;Jueves;;"Reñaca; Reñaca Norte 25, Viña del Mar";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de Valparaíso;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/fidelio;¡Sin Tope! 40% de descuento pagando con tu CMR y 30% pagando con débito Banco Falabella / Dirección: Reñaca Norte 25, Viña del Mar
Banco Falabella;Boreal bar Rancagua;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;"Rancagua; Av. Miguel Ramírez 715, Rancagua. Región de O'Higgins";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de O'Higgins;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/boreal-bar-rancagua;Sigue estos pasos /  / - Has tu reserva en Boreal bar Rancagua / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los miércoles / *Dirección: Av. Miguel Ramírez 715, Rancagua. Región de O'Higgins.
Banco Falabella;Barros Negros;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Miércoles;;;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de O'Higgins;2026-05-31 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/barros-negros;Sigue estos pasos /  / - Has tu reserva en Barros Negros / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial
Banco Falabella;La Fabrica Talca;40 (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Martes;;"Talca; Av. 2 Ote. 1254, Talca, Región del Maule";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Maule;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-fabrica-talca;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los martes / *Dirección: Av. 2 Ote. 1254, Talca, Región del Maule.
Banco Falabella;Dynos Chillan;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Miercoles);40;Sin Tope;Miércoles;;"Chillán; El Roble 558, Chillán";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Ñuble;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/dynos-chillan;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Miercoles / Válido en locales: / - El Roble 558, Chillán / - Todos los Miércoles / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Dynos Chillan
Banco Falabella;Taurus Steak Bar Chillan;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes);40;Sin Tope;Martes;;"Chillan; Taurus Steak Bar Chillan";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Ñuble;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/taurus-steak-bar-chillan;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes / Válido en locales: / - Taurus Steak Bar Chillan / - Todos los Martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Taurus Steak Bar Chillan
Banco Falabella;Augusta Bar;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Martes;;"Concepción; Augusta Bar: Paso Hondo 209, Lomas de San Andrés. Bio bío";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región del Biobío;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/augusta-bar;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Augusta Bar: Paso Hondo 209, Lomas de San Andrés. Bio bío. / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Augusta Bar
Banco Falabella;Terralenga Hualpen;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes);40;Sin Tope;Martes;;Terralenga Hualpen;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Biobío;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/terralenga-hualpen;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes / Válido en locales: / - Terralenga Hualpen / - Todos los Martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales.
Banco Falabella;Terraangamos;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin tope;Jueves;;"Talcahuano; Colón 1062, 4260000 Talcahuano, Bío Bío";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Biobío;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/terraangamos;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Colón 1062, 4260000 Talcahuano, Bío Bío
Banco Falabella;Terralomas Concepción;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin tope;Miércoles;;"Concepción; Ramón Carrasco 355, Bío Bío";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Biobío;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/terralomas-concepcion;Sigue estos pasos /  / - Has tu reserva en Terralomas Concepción / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / *Dirección: Ramón Carrasco 355, Bío Bío
Banco Falabella;Lebol Restobar;40%;40;Sin tope;Viernes;;Concepción;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región del Biobío;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/lebol-restobar;¡Sin Tope! 40% de descuento pagando con tu CMR y 30% pagando con débito Banco Falabella.
Banco Falabella;Baqueano Temuco;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes);40;Sin Tope;Martes;;"Temuco; Baqueano Temuco";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de La Araucanía;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/baqueano-temuco;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes / Válido en locales: / - Baqueano Temuco / - Todos los Martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Baqueano Temuco
Banco Falabella;Cattedrale Cucina Villarrica;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes);40;Sin Tope;Martes;;"Villarrica; Cattedrale Cucina";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de La Araucanía;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/cattedrale-cucina-villarrica;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los Martes / Válido en locales: / - Cattedrale Cucina / - Todos los Martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Cattedrale Cucina Villarrica
Banco Falabella;Martina Lounge Bar;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Martes;;"Temuco; Torremolinos 485, local 116, Temuco, Araucanía";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de La Araucanía;2025-10-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/martina-lounge-bar;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / - Todos los Martes / *Dirección: Torremolinos 485, local 116, Temuco, Araucanía
Banco Falabella;Fratello Trattoría;40%;40;Sin Tope;Viernes;;"Temuco; Av. Miguel Ramírez 715, Rancagua";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de La Araucanía;2026-01-02 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/fratello-trattoria;¡Sin Tope! 40% de descuento pagando con tu CMR y 30% pagando con débito Banco Falabella. / Dirección: Av. Miguel Ramírez 715, Rancagua
Banco Falabella;Dominga Bistro Valdivia;40%;40;Sin Tope;Miércoles;;"Valdivia; Todos los Miércoles en Dominga Bistró Valdivia";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Los Ríos;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/dominga-bistro-valdivia;Sigue estos pasos /  / - Has tu pedido en cualquier caja de Dominga Bistro / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Cuentas con el 40% de dcto con CMR y el 30% con débito Banco Falabella / Condiciones: / *Solo Presencial / - Todos los Miércoles en Dominga Bistró Valdivia
Banco Falabella;Cervecería Kunstmann Valdivia;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Jueves;;"Valdivia; Cervecería Kunstmann: Ruta T 350 950, Valdivia, Los Ríos";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Los Ríos;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/cerveceria-kunstmann-valdivia;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Válido en locales: / - Cervecería Kunstmann: Ruta T 350 950, Valdivia, Los Ríos / Condiciones: / - El descuento no es acumulable con otras promociones . No aplica para souvenir, cigarros, llenado de growlers, menús, propinas ni tour cervecero. / - Válido solo para compras presenciales en Cervecería Kunstmann Valdivia
Banco Falabella;Umami Bar Nikkei;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los miércoles);40;Sin Tope;Miércoles;;"Valdivia; Umami Bar Nikkei: Espacio Bayo, Valdivia, Los Ríos";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Los Ríos;2026-06-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/umami-bar-nikkei;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los miércoles / Válido en locales: / - Umami Bar Nikkei: Espacio Bayo, Valdivia, Los Ríos / Condiciones: / - El descuento no es acumulable con otras promociones . No aplica para souvenir, cigarros, llenado de growlers, menús, propinas ni tour cervecero. / - Válido solo para compras presenciales en Umami Bar Nikkei Valdivia
Banco Falabella;Fogon Greed;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los sábados);40;Sin Tope;Sábado;;"Osorno; Ignacio Zenteno 2661, Osorno, Los Lagos";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de Los Lagos;2026-01-06 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/fogon-greed;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los sábados / Dirección: Ignacio Zenteno 2661, Osorno, Los Lagos
Banco Falabella;Greed Taproom;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin Tope;Sábado;;"Osorno; Ignacio Zenteno 2661, Osorno, Los Lagos";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de Los Lagos;2026-05-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/greed-taproom;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Dirección: Ignacio Zenteno 2661, Osorno, Los Lagos
Banco Falabella;La Tabla;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes);40;Sin Tope;Martes;;"BordeRío; La Tabla BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana";"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región Metropolitana de Santiago;2026-04-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/la-tabla-borderio;Conoce el detalle /  / Descuento: Hasta 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella los martes / Válido en locales: / - La Tabla BordeRío: Costanera Sur S.J.E. de Balaguer 6400, Vitacura, Región Metropolitana / - Todos los martes / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Borderío
Banco Falabella;ROCOTO;40%;40;Sin Tope;Sábado;;"Avenida Pedro de Valdivia 2573, Ñuñoa, Chile (solo delivery y retiro); Avenida las Condes 7134, Las Condes, Chile; Roberto Espinoza 718, Santiago Centro, Chile; Partenón 1727, Vitacura, Chile; Avenida Francisco Bilbao 2752, Providencia, Chile";"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/rocoto;¡Sin Tope! Disfruta con un 40% de dcto pagando con tu CMR y 30% de dcto pagando con débito Banco Falabella / Locales: / - Avenida Pedro de Valdivia 2573, Ñuñoa, Chile (solo delivery y retiro) / - Avenida las Condes 7134, Las Condes, Chile / - Roberto Espinoza 718, Santiago Centro, Chile / - Partenón 1727, Vitacura, Chile / - Avenida Francisco Bilbao 2752, Providencia, Chile / Condiciones: / - No aplica sobre otros descuentos / - Exclusivo presencial / - Válido sábados
Banco Falabella;Chokolata Cafeteria;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Martes;;"Villarrica; General Urrutia 891";"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de La Araucanía;2026-08-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/chokolata-cafeteria;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial / Dirección: General Urrutia 891
Banco Falabella;Santo Aire Restobar;40% (40% dcto con CMR y 30% con Débito Banco Falabella.);40;Sin Tope;Jueves;;Concepción;"Tarjeta Débito Banco Falabella; CMR Mastercard Elite; CMR Mastercard Premium; CMR Mastercard";Presencial;Región de Biobío;2026-08-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/santo-aire-restobar;Sigue estos pasos /  / - Usa tu tarjeta CMR o Débito Banco Falabella como medio de pago / - Y listo! Ya tienes tu 40% dcto con CMR y 30% con Débito Banco Falabella. / Condiciones: / *Solo Presencial
Banco Falabella;Sakura;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella presencial y online los sábados);40;Sin Tope;Sábado;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial, Online;Región Metropolitana de Santiago;2026-01-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/sakura;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella presencial y online los sábados / - Para compras online ingresa al sitio web de Sakura. / - Ingresa los 6 primeros dígitos de tu tarjeta como cupón de descuento y selecciona como método de pago alguna de tus tarjetas Banco Falabella / - Tendrás un 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella en rolls y hosomakis / Condiciones: / - Válido para compras presencial y online / - Válido para rolls y hosomakis / - No acumulable sobre otras promociones
Banco Falabella;Taberna Nose Puerto Varas;40% (40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella);40;Sin Tope;Viernes;;Puerto Varas;"CMR Mastercard; CMR Mastercard Premium; Tarjeta Débito Banco Falabella; CMR Mastercard Elite";Presencial;Región de Los Lagos;2026-08-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/taberna-nose-puerto-varas;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR y 30% dcto sin tope con Débito Banco Falabella / Condiciones: / - El descuento no es acumulable con otras promociones / - Válido solo para compras presenciales en Taberna Nose Puerto Varas
Banco Falabella;Club de restaurantes;20%;20;Sin Tope;Lunes, Martes, Miércoles, Jueves, Viernes, Sábado, Domingo;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región de Arica y Parinacota, Región de Tarapacá, Región de Antofagasta, Región de Atacama, Región de Coquimbo, Región de Valparaíso, Región Metropolitana de Santiago, Región de O'Higgins, Región del Maule, Región de Ñuble, Región del Biobío, Región de La Araucanía, Región de Los Ríos, Región de Los Lagos, Región de Aysén del General Carlos Ibáñez del Campo, Región de Magallanes y de la Antártica Chilena, Región de Maule, Región de Biobío;2023-07-09 → 2026-12-31;https://www.bancofalabella.cl/descuentos/detalle/club-de-restaurantes;Sigue estos pasos: / - Ingresa al sitio web de Club de Restaurantes / - Selecciona tu restaurante favorito / - Descuento se aplicará al momento de la compra en el domicilio o en el local / - Consultar antes con cada local si el descuento es válido en feriados especiales o festivos como 14 de febrero, día de la madre, día del padre, día del niño, Navidad y Año Nuevo ante cualquier duda / Todos los días
Banco Falabella;Social;40%;40;Sin Tope;Viernes;;Social;CMR Mastercard Elite;Presencial;Región Metropolitana de Santiago;2026-07-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/social;Conoce el detalle /  / Descuento: 40% dcto sin tope con CMR Elite / Válido en locales: / - Social / - Todos los viernes. / Condiciones: / - El descuento no es acumulable con otras promociones
Banco Falabella;Viña Viu Manent;40%;40;Sin Tope;Viernes;;;"CMR Mastercard; CMR Mastercard Premium; CMR Mastercard Elite; Tarjeta Débito Banco Falabella";Presencial;Región de O'Higgins;2026-08-01 → 2026-09-30;https://www.bancofalabella.cl/descuentos/detalle/vina-viu-manent;Sigue estos pasos /  / RESTAURANTE / - 40% de dcto pagando con tu CMR y 30% de dcto pagando con débito Banco Falabella. Rayuela / ADICIONAL DE LUNES A VIERNES  / - 30% de descuento en una selección de 6 tours y degustaciones de Viu Manent mediante cupón de descuento CMR30%. Ingresa aquí Tours. / - 40% de descuento en nuestro e-commerce de vinos, también mediante cupón de descuento CMR40%. Ingresa aquí E-commerce.
